index,cross_entropy,hyper_params
368,0.4544923761,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.033055430696976966, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 137, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.2710204081632653, 'reg_lambda': 0.78, 'silent': 'warn', 'subsample': 0.6181818181818182, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': False}"
161,0.4544963449,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.11211177289509429, 'max_depth': -1, 'min_child_samples': 140, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 142, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5395918367346938, 'reg_lambda': 0.62, 'silent': 'warn', 'subsample': 0.7227272727272728, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': True}"
551,0.4547055243,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.02501805433180737, 'max_depth': -1, 'min_child_samples': 70, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 96, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.19428571428571426, 'reg_lambda': 0.1, 'silent': 'warn', 'subsample': 0.740909090909091, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
535,0.4548719837,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.031139851990381124, 'max_depth': -1, 'min_child_samples': 140, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 101, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.29020408163265304, 'reg_lambda': 0.8200000000000001, 'silent': 'warn', 'subsample': 0.8, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
118,0.4549662811,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.03098532252002972, 'max_depth': -1, 'min_child_samples': 135, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 45, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9424489795918367, 'reg_lambda': 0.04, 'silent': 'warn', 'subsample': 0.8909090909090909, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': False}"
895,0.4549761737,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.15646105791506082, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 61, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.0983673469387755, 'reg_lambda': 1.0, 'silent': 'warn', 'subsample': 0.8590909090909091, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
233,0.4549966053,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.10614156022333897, 'max_depth': -1, 'min_child_samples': 130, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 47, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7506122448979591, 'reg_lambda': 0.56, 'silent': 'warn', 'subsample': 0.8545454545454545, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': True}"
860,0.4550587011,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.03597259029982491, 'max_depth': -1, 'min_child_samples': 205, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 46, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.19428571428571426, 'reg_lambda': 0.24, 'silent': 'warn', 'subsample': 0.740909090909091, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
591,0.4550773909,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.13145828339328425, 'max_depth': -1, 'min_child_samples': 220, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 113, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7889795918367346, 'reg_lambda': 0.12000000000000001, 'silent': 'warn', 'subsample': 0.8227272727272728, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': True}"
622,0.4551739137,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.20366386544351894, 'max_depth': -1, 'min_child_samples': 55, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 75, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.19428571428571426, 'reg_lambda': 0.52, 'silent': 'warn', 'subsample': 0.75, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': False}"
874,0.4552558657,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.15491205543841458, 'max_depth': -1, 'min_child_samples': 200, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 30, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7506122448979591, 'reg_lambda': 1.0, 'silent': 'warn', 'subsample': 0.6090909090909091, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': True}"
619,0.4552879771,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.027842278683589777, 'max_depth': -1, 'min_child_samples': 100, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 46, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.06, 'reg_lambda': 0.68, 'silent': 'warn', 'subsample': 0.8363636363636364, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
294,0.4554028496,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.062022459130908876, 'max_depth': -1, 'min_child_samples': 45, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 97, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.07918367346938775, 'reg_lambda': 0.86, 'silent': 'warn', 'subsample': 0.9545454545454546, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': True}"
794,0.4555058283,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.031844827270870596, 'max_depth': -1, 'min_child_samples': 155, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 142, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3477551020408163, 'reg_lambda': 0.9600000000000001, 'silent': 'warn', 'subsample': 0.6045454545454546, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': False}"
674,0.4556193612,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.1492386438051462, 'max_depth': -1, 'min_child_samples': 190, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 76, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7889795918367346, 'reg_lambda': 0.64, 'silent': 'warn', 'subsample': 0.9409090909090909, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
926,0.4556813049,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.10048927526270228, 'max_depth': -1, 'min_child_samples': 95, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 73, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5587755102040816, 'reg_lambda': 0.98, 'silent': 'warn', 'subsample': 0.6090909090909091, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': False}"
635,0.4556958798,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.12601536777589717, 'max_depth': -1, 'min_child_samples': 180, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 117, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3861224489795918, 'reg_lambda': 0.18, 'silent': 'warn', 'subsample': 0.5681818181818182, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': True}"
866,0.4558255879,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.10482965576835586, 'max_depth': -1, 'min_child_samples': 130, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 69, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.15591836734693876, 'reg_lambda': 0.38, 'silent': 'warn', 'subsample': 0.7954545454545455, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
30,0.4558659505,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.11493540631794046, 'max_depth': -1, 'min_child_samples': 100, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 57, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5012244897959184, 'reg_lambda': 0.98, 'silent': 'warn', 'subsample': 0.7272727272727273, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
327,0.4559243324,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.030374835102379764, 'max_depth': -1, 'min_child_samples': 140, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 32, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7122448979591836, 'reg_lambda': 0.8200000000000001, 'silent': 'warn', 'subsample': 0.5590909090909091, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': False}"
378,0.4559258398,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.1568507226425627, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 138, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5395918367346938, 'reg_lambda': 0.36000000000000004, 'silent': 'warn', 'subsample': 0.9090909090909092, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': True}"
117,0.4559644337,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.03642277399188915, 'max_depth': -1, 'min_child_samples': 205, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 28, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3477551020408163, 'reg_lambda': 0.06, 'silent': 'warn', 'subsample': 0.7818181818181819, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
45,0.4559670029,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.03818545656587929, 'max_depth': -1, 'min_child_samples': 215, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 103, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8273469387755101, 'reg_lambda': 0.8200000000000001, 'silent': 'warn', 'subsample': 0.9090909090909092, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': True}"
127,0.4559888841,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.06454062485187323, 'max_depth': -1, 'min_child_samples': 40, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 133, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6546938775510203, 'reg_lambda': 0.32, 'silent': 'warn', 'subsample': 0.9954545454545455, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': False}"
384,0.4560027593,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.029999403637020285, 'max_depth': -1, 'min_child_samples': 135, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 129, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6930612244897958, 'reg_lambda': 0.78, 'silent': 'warn', 'subsample': 0.9181818181818182, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
691,0.4560087958,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.21619231818205845, 'max_depth': -1, 'min_child_samples': 40, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 119, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.4628571428571428, 'reg_lambda': 0.9600000000000001, 'silent': 'warn', 'subsample': 0.8318181818181818, 'subsample_for_bin': 20000, 'subsample_freq': 0, 'is_unbalance': True}"
40,0.4561931475,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.030374835102379764, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 55, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.07918367346938775, 'reg_lambda': 0.46, 'silent': 'warn', 'subsample': 0.8954545454545455, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
629,0.4562465723,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.14199598465066665, 'max_depth': -1, 'min_child_samples': 180, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 72, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5587755102040816, 'reg_lambda': 0.56, 'silent': 'warn', 'subsample': 0.6227272727272728, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': False}"
907,0.4562537813,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.03678697396948347, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 100, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5012244897959184, 'reg_lambda': 0.24, 'silent': 'warn', 'subsample': 0.5590909090909091, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': False}"
393,0.4562577462,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.022257748995445876, 'max_depth': -1, 'min_child_samples': 50, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 137, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.136734693877551, 'reg_lambda': 0.5800000000000001, 'silent': 'warn', 'subsample': 0.9181818181818182, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': False}"
290,0.4563282327,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.030149016149586212, 'max_depth': -1, 'min_child_samples': 130, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 72, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9616326530612245, 'reg_lambda': 0.6, 'silent': 'warn', 'subsample': 0.7818181818181819, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
775,0.4563384541,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.08720568707187386, 'max_depth': -1, 'min_child_samples': 90, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 121, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.07918367346938775, 'reg_lambda': 0.9600000000000001, 'silent': 'warn', 'subsample': 0.7863636363636364, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': True}"
264,0.45635019,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.10990289394349906, 'max_depth': -1, 'min_child_samples': 175, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 34, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6163265306122447, 'reg_lambda': 0.26, 'silent': 'warn', 'subsample': 0.9090909090909092, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': False}"
726,0.4563626768,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.1157962832687784, 'max_depth': -1, 'min_child_samples': 115, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 62, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9424489795918367, 'reg_lambda': 0.46, 'silent': 'warn', 'subsample': 0.5909090909090909, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': True}"
320,0.4564745295,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.13816345566976007, 'max_depth': -1, 'min_child_samples': 140, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 27, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.673877551020408, 'reg_lambda': 0.9, 'silent': 'warn', 'subsample': 0.8090909090909091, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': False}"
630,0.4564985942,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.03456905657211133, 'max_depth': -1, 'min_child_samples': 195, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 93, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8081632653061224, 'reg_lambda': 0.66, 'silent': 'warn', 'subsample': 0.640909090909091, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': False}"
978,0.4565309562,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.10746988267842321, 'max_depth': -1, 'min_child_samples': 155, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 83, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9616326530612245, 'reg_lambda': 0.18, 'silent': 'warn', 'subsample': 0.7000000000000001, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
83,0.4566460371,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.09900067256900824, 'max_depth': -1, 'min_child_samples': 140, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 44, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5204081632653061, 'reg_lambda': 0.08, 'silent': 'warn', 'subsample': 0.9590909090909091, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
594,0.4566714609,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.14199598465066665, 'max_depth': -1, 'min_child_samples': 180, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 103, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9808163265306122, 'reg_lambda': 0.26, 'silent': 'warn', 'subsample': 0.6818181818181819, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
522,0.4567020867,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.03633228878363956, 'max_depth': -1, 'min_child_samples': 215, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 138, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7506122448979591, 'reg_lambda': 0.62, 'silent': 'warn', 'subsample': 0.8636363636363636, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
507,0.4567886684,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.13015681445740115, 'max_depth': -1, 'min_child_samples': 125, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 96, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8273469387755101, 'reg_lambda': 0.12000000000000001, 'silent': 'warn', 'subsample': 0.8272727272727274, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
351,0.456822864,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.1745572007166229, 'max_depth': -1, 'min_child_samples': 215, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 41, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9424489795918367, 'reg_lambda': 0.54, 'silent': 'warn', 'subsample': 0.8590909090909091, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': False}"
552,0.4568527769,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.10667090759653422, 'max_depth': -1, 'min_child_samples': 165, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 28, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8657142857142857, 'reg_lambda': 0.02, 'silent': 'warn', 'subsample': 0.9863636363636363, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
61,0.4570325539,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.12049771296422233, 'max_depth': -1, 'min_child_samples': 165, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 134, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.673877551020408, 'reg_lambda': 0.06, 'silent': 'warn', 'subsample': 0.6454545454545455, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
563,0.457048042,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.029999403637020285, 'max_depth': -1, 'min_child_samples': 145, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 74, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.15591836734693876, 'reg_lambda': 0.6, 'silent': 'warn', 'subsample': 0.7136363636363636, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': False}"
181,0.4571203444,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.026359612584260048, 'max_depth': -1, 'min_child_samples': 80, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 29, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7889795918367346, 'reg_lambda': 0.48000000000000004, 'silent': 'warn', 'subsample': 0.8545454545454545, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
982,0.4573293553,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.11464987193831722, 'max_depth': -1, 'min_child_samples': 200, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 52, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.17510204081632652, 'reg_lambda': 0.9400000000000001, 'silent': 'warn', 'subsample': 0.6863636363636364, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': True}"
558,0.4573894711,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.13376724647107907, 'max_depth': -1, 'min_child_samples': 165, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 79, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3285714285714285, 'reg_lambda': 0.98, 'silent': 'warn', 'subsample': 0.6136363636363636, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
461,0.4574223506,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.23294216289090316, 'max_depth': -1, 'min_child_samples': 60, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 86, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3285714285714285, 'reg_lambda': 0.9600000000000001, 'silent': 'warn', 'subsample': 0.7363636363636363, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': False}"
