index,cross_entropy,hyper_params
884,0.5489250389,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.03761979447551883, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 55, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.21346938775510202, 'reg_lambda': 0.52, 'silent': 'warn', 'subsample': 0.7818181818181819, 'subsample_for_bin': 220000, 'subsample_freq': 0, 'is_unbalance': False}"
610,0.5498053169,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.035001675557541655, 'max_depth': -1, 'min_child_samples': 105, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 70, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9424489795918367, 'reg_lambda': 0.98, 'silent': 'warn', 'subsample': 0.9272727272727272, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': False}"
146,0.5503364764,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.03660442102719296, 'max_depth': -1, 'min_child_samples': 185, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 53, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5395918367346938, 'reg_lambda': 0.48000000000000004, 'silent': 'warn', 'subsample': 0.7045454545454546, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
836,0.5527116939,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.03615199218672173, 'max_depth': -1, 'min_child_samples': 170, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 84, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8657142857142857, 'reg_lambda': 0.9, 'silent': 'warn', 'subsample': 0.7363636363636363, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': True}"
847,0.5528042332,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.03422681451546747, 'max_depth': -1, 'min_child_samples': 100, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 119, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9808163265306122, 'reg_lambda': 0.26, 'silent': 'warn', 'subsample': 0.7681818181818182, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': True}"
169,0.552811049,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.036062179682534605, 'max_depth': -1, 'min_child_samples': 205, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 68, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.2710204081632653, 'reg_lambda': 0.36000000000000004, 'silent': 'warn', 'subsample': 0.95, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
414,0.5528972238,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.036695583978121414, 'max_depth': -1, 'min_child_samples': 215, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 126, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.9424489795918367, 'reg_lambda': 0.22, 'silent': 'warn', 'subsample': 0.8772727272727273, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': True}"
541,0.5530171715,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.03256576249061266, 'max_depth': -1, 'min_child_samples': 60, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 128, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5395918367346938, 'reg_lambda': 0.68, 'silent': 'warn', 'subsample': 0.6136363636363636, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': True}"
111,0.5534968787,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.03526384138349125, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 109, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.673877551020408, 'reg_lambda': 0.08, 'silent': 'warn', 'subsample': 0.6045454545454546, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': True}"
858,0.5536847562,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7111111111111111, 'importance_type': 'split', 'learning_rate': 0.03363602377205605, 'max_depth': -1, 'min_child_samples': 105, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 37, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7122448979591836, 'reg_lambda': 0.08, 'silent': 'warn', 'subsample': 0.6590909090909092, 'subsample_for_bin': 80000, 'subsample_freq': 0, 'is_unbalance': False}"
740,0.5553090884,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.03431205606073854, 'max_depth': -1, 'min_child_samples': 155, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 82, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.2518367346938775, 'reg_lambda': 0.04, 'silent': 'warn', 'subsample': 0.6454545454545455, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
612,0.5554168145,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.03526384138349125, 'max_depth': -1, 'min_child_samples': 165, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 37, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7122448979591836, 'reg_lambda': 1.0, 'silent': 'warn', 'subsample': 0.7363636363636363, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
260,0.5554366356,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.0324848592677712, 'max_depth': -1, 'min_child_samples': 80, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 53, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6546938775510203, 'reg_lambda': 0.36000000000000004, 'silent': 'warn', 'subsample': 0.9272727272727272, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': True}"
796,0.5563839618,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.03106249116133393, 'max_depth': -1, 'min_child_samples': 65, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 51, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.17510204081632652, 'reg_lambda': 0.42000000000000004, 'silent': 'warn', 'subsample': 0.7863636363636364, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
322,0.5564975911,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.03388796073831256, 'max_depth': -1, 'min_child_samples': 135, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 128, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5012244897959184, 'reg_lambda': 0.24, 'silent': 'warn', 'subsample': 0.7681818181818182, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
766,0.5570905752,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.035351665633988304, 'max_depth': -1, 'min_child_samples': 215, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 80, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.3285714285714285, 'reg_lambda': 0.62, 'silent': 'warn', 'subsample': 0.7318181818181819, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': True}"
801,0.5576537085,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.03208334800768405, 'max_depth': -1, 'min_child_samples': 85, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 39, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7889795918367346, 'reg_lambda': 0.13999999999999999, 'silent': 'warn', 'subsample': 0.9272727272727272, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': True}"
429,0.5577835042,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.035351665633988304, 'max_depth': -1, 'min_child_samples': 220, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 58, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.673877551020408, 'reg_lambda': 0.48000000000000004, 'silent': 'warn', 'subsample': 0.7227272727272728, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
928,0.5582290453,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.030831559892025993, 'max_depth': -1, 'min_child_samples': 60, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 95, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.07918367346938775, 'reg_lambda': 0.62, 'silent': 'warn', 'subsample': 0.9363636363636364, 'subsample_for_bin': 40000, 'subsample_freq': 0, 'is_unbalance': False}"
958,0.5584876658,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.030149016149586212, 'max_depth': -1, 'min_child_samples': 45, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 120, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5204081632653061, 'reg_lambda': 0.13999999999999999, 'silent': 'warn', 'subsample': 0.7318181818181819, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': False}"
433,0.5597608774,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6888888888888889, 'importance_type': 'split', 'learning_rate': 0.03346910721317746, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 70, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.2518367346938775, 'reg_lambda': 0.52, 'silent': 'warn', 'subsample': 0.8227272727272728, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': False}"
609,0.5602251558,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.03456905657211133, 'max_depth': -1, 'min_child_samples': 190, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 38, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.7122448979591836, 'reg_lambda': 0.98, 'silent': 'warn', 'subsample': 0.8454545454545455, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': True}"
549,0.5615351585,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7555555555555555, 'importance_type': 'split', 'learning_rate': 0.031844827270870596, 'max_depth': -1, 'min_child_samples': 100, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 113, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8081632653061224, 'reg_lambda': 0.28, 'silent': 'warn', 'subsample': 0.8181818181818182, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
520,0.5641332465,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.032809683099698776, 'max_depth': -1, 'min_child_samples': 160, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 135, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5395918367346938, 'reg_lambda': 0.52, 'silent': 'warn', 'subsample': 0.7636363636363637, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
98,0.5647475656,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.8, 'importance_type': 'split', 'learning_rate': 0.032003643248610346, 'max_depth': -1, 'min_child_samples': 125, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 123, 'objective': None, 'random_state': 20231231, 'reg_alpha': 1.0, 'reg_lambda': 0.7000000000000001, 'silent': 'warn', 'subsample': 0.5545454545454546, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': True}"
912,0.5649628053,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.03355246169585668, 'max_depth': -1, 'min_child_samples': 210, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 98, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6546938775510203, 'reg_lambda': 0.56, 'silent': 'warn', 'subsample': 0.6727272727272727, 'subsample_for_bin': 60000, 'subsample_freq': 0, 'is_unbalance': False}"
863,0.5649670484,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.03346910721317746, 'max_depth': -1, 'min_child_samples': 215, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 34, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.5012244897959184, 'reg_lambda': 0.76, 'silent': 'warn', 'subsample': 0.5681818181818182, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': True}"
409,0.5651384645,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7333333333333334, 'importance_type': 'split', 'learning_rate': 0.032973310989920554, 'max_depth': -1, 'min_child_samples': 205, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 30, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.19428571428571426, 'reg_lambda': 0.54, 'silent': 'warn', 'subsample': 0.55, 'subsample_for_bin': 180000, 'subsample_freq': 0, 'is_unbalance': True}"
277,0.5662389154,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.03145122677473207, 'max_depth': -1, 'min_child_samples': 125, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 109, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.21346938775510202, 'reg_lambda': 0.8, 'silent': 'warn', 'subsample': 0.7272727272727273, 'subsample_for_bin': 100000, 'subsample_freq': 0, 'is_unbalance': True}"
564,0.566756741,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6666666666666666, 'importance_type': 'split', 'learning_rate': 0.03216325127067712, 'max_depth': -1, 'min_child_samples': 155, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 33, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.8465306122448979, 'reg_lambda': 0.28, 'silent': 'warn', 'subsample': 0.9363636363636364, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'is_unbalance': False}"
816,0.5675233073,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.7777777777777778, 'importance_type': 'split', 'learning_rate': 0.03289139529310224, 'max_depth': -1, 'min_child_samples': 225, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 115, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.6546938775510203, 'reg_lambda': 0.18, 'silent': 'warn', 'subsample': 0.9545454545454546, 'subsample_for_bin': 140000, 'subsample_freq': 0, 'is_unbalance': False}"
177,0.5677942457,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.2312103755377145, 'max_depth': -1, 'min_child_samples': 65, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 114, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.07918367346938775, 'reg_lambda': 0.86, 'silent': 'warn', 'subsample': 0.7636363636363637, 'subsample_for_bin': 260000, 'subsample_freq': 0, 'is_unbalance': True}"
792,0.5683381258,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6222222222222222, 'importance_type': 'split', 'learning_rate': 0.032809683099698776, 'max_depth': -1, 'min_child_samples': 215, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 129, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.44367346938775504, 'reg_lambda': 0.9400000000000001, 'silent': 'warn', 'subsample': 0.7000000000000001, 'subsample_for_bin': 160000, 'subsample_freq': 0, 'is_unbalance': True}"
942,0.5683404612,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6444444444444445, 'importance_type': 'split', 'learning_rate': 0.032003643248610346, 'max_depth': -1, 'min_child_samples': 180, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 40, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.21346938775510202, 'reg_lambda': 0.44, 'silent': 'warn', 'subsample': 0.740909090909091, 'subsample_for_bin': 240000, 'subsample_freq': 0, 'is_unbalance': False}"
391,0.5687239489,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6, 'importance_type': 'split', 'learning_rate': 0.22835262668733017, 'max_depth': -1, 'min_child_samples': 60, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 101, 'objective': None, 'random_state': 20231231, 'reg_alpha': 0.06, 'reg_lambda': 0.8400000000000001, 'silent': 'warn', 'subsample': 0.8863636363636365, 'subsample_for_bin': 120000, 'subsample_freq': 0, 'is_unbalance': False}"
